gene_symbol,ensembl_id,chromosome,start,end,strand,chr_num
SND1,ENSG00000197157,7,127652194,128092609,1,7
SND1-IT1,ENSG00000279078,7,127997597,128000077,1,7
LRRC4,ENSG00000128594,7,128027071,128032107,-1,7
MIR593,ENSG00000207588,7,128081861,128081960,1,7
MIR129-1,ENSG00000207705,7,128207872,128207943,1,7
LEP,ENSG00000174697,7,128241278,128257629,1,7
RBM28,ENSG00000106344,7,128297685,128343908,-1,7
PRRT4,ENSG00000224940,7,128350325,128361690,-1,7
IMPDH1,ENSG00000106348,7,128392277,128409986,-1,7
HILPDA,ENSG00000135245,7,128455849,128458418,1,7
METTL2B,ENSG00000165055,7,128476729,128506602,1,7
CALU,ENSG00000128595,7,128739292,128773400,1,7
OPN1SW,ENSG00000128617,7,128772485,128775794,-1,7
CCDC136,ENSG00000128596,7,128790757,128822132,1,7
FLNC,ENSG00000128591,7,128830406,128859274,1,7
KCP,ENSG00000135253,7,128862042,128910719,-1,7
ATP6V1F,ENSG00000128524,7,128862856,128865847,1,7
IRF5,ENSG00000128604,7,128937457,128950038,1,7
TNPO3,ENSG00000064419,7,128954180,129055173,-1,7
TPI1P2,ENSG00000293205,7,129055223,129057239,1,7
TSPAN33,ENSG00000158457,7,129144707,129169699,1,7
SMO,ENSG00000128602,7,129188633,129213545,1,7
AHCYL2,ENSG00000158467,7,129225030,129430211,1,7
STRIP2,ENSG00000128578,7,129434432,129488399,1,7
SMKR1,ENSG00000240204,7,129502531,129512918,1,7
NRF1,ENSG00000106459,7,129611720,129757082,1,7
MIR182,ENSG00000207990,7,129770383,129770492,-1,7
MIR96,ENSG00000199158,7,129774692,129774769,-1,7
MIR183,ENSG00000207691,7,129774905,129775014,-1,7
UBE2H,ENSG00000186591,7,129830732,129952960,-1,7
ZC3HC1,ENSG00000091732,7,130018287,130051401,-1,7
KLHDC10,ENSG00000128607,7,130070534,130135705,1,7
TMEM209,ENSG00000146842,7,130164713,130207770,-1,7
SSMEM1,ENSG00000165120,7,130206344,130216844,1,7
CPA2,ENSG00000158516,7,130266863,130289798,1,7
CPA4,ENSG00000128510,7,130293134,130324180,1,7
CPA5,ENSG00000158525,7,130344816,130368730,1,7
CPA1,ENSG00000091704,7,130380339,130388114,1,7
CEP41,ENSG00000106477,7,130393771,130442433,-1,7
MESTIT1,ENSG00000272701,7,130486042,130491033,-1,7
MEST,ENSG00000106484,7,130486171,130506465,1,7
MIR335,ENSG00000199043,7,130496111,130496204,1,7
COPG2,ENSG00000158623,7,130506238,130668748,-1,7
COPG2IT1,ENSG00000286214,7,130538954,130546900,1,7
TSGA13,ENSG00000213265,7,130668643,130687432,-1,7
KLF14,ENSG00000266265,7,130730697,130734207,-1,7
LINC-PINT,ENSG00000231721,7,130791264,131110176,-1,7
LINC00513,ENSG00000233559,7,130794561,130939666,1,7
MIR29A,ENSG00000284032,7,130876747,130876810,-1,7
MIR29B1,ENSG00000283797,7,130877459,130877539,-1,7
MKLN1,ENSG00000128585,7,131110096,131496632,1,7
MKLN1-AS,ENSG00000236753,7,131309469,131328312,-1,7
PODXL,ENSG00000128567,7,131500262,131558217,-1,7
LOC101928782,ENSG00000224865,7,131897242,131948953,1,7
PLXNA4,ENSG00000221866,7,132123340,132648688,-1,7
FLJ40288,ENSG00000183470,7,132648794,132728769,1,7
LOC100506937,ENSG00000225881,7,132758970,132760741,1,7
CHCHD3,ENSG00000106554,7,132784870,133082090,-1,7
MIR3654,ENSG00000284135,7,133034860,133034915,-1,7
EXOC4,ENSG00000131558,7,133253072,134067137,1,7
MIR6133,ENSG00000276137,7,133290881,133290988,1,7
LRGUK,ENSG00000155530,7,134127299,134264595,1,7
SLC35B4,ENSG00000205060,7,134289332,134316930,-1,7
AKR1B1,ENSG00000085662,7,134442356,134459284,-1,7
AKR1B10,ENSG00000198074,7,134527567,134541412,1,7
AKR1B15,ENSG00000227471,7,134549110,134579875,1,7
BPGM,ENSG00000172331,7,134646811,134679816,1,7
CALD1,ENSG00000122786,7,134744252,134970729,1,7
AGBL3,ENSG00000146856,7,134986508,135147963,1,7
TMEM140,ENSG00000146859,7,135148072,135166215,1,7
WDR91,ENSG00000105875,7,135183839,135211555,-1,7
MIR6509,ENSG00000277138,7,135206994,135207078,-1,7
STRA8,ENSG00000146857,7,135231979,135258663,1,7
CNOT4,ENSG00000080802,7,135361795,135510145,-1,7
NUP205,ENSG00000155561,7,135557917,135648757,1,7
SLC13A4,ENSG00000164707,7,135681231,135729258,-1,7
FAM180A,ENSG00000189320,7,135728348,135748813,-1,7
MTPN,ENSG00000105887,7,135926760,135977359,-1,7
LOC349160,ENSG00000234352,7,136685559,137182107,-1,7
CHRM2,ENSG00000181072,7,136868652,137020255,1,7
MIR490,ENSG00000207597,7,136903167,136903294,1,7
PTN,ENSG00000105894,7,137227341,137343774,-1,7
DGKI,ENSG00000157680,7,137381037,137847092,-1,7
CREB3L2,ENSG00000182158,7,137874979,138002086,-1,7
AKR1D1,ENSG00000122787,7,138002324,138118305,1,7
MIR4468,ENSG00000284028,7,138123758,138123821,1,7
TRIM24,ENSG00000122779,7,138460259,138589996,1,7
SVOPL,ENSG00000157703,7,138594285,138701362,-1,7
ATP6V0A4,ENSG00000105929,7,138706294,138799560,-1,7
TMEM213,ENSG00000214128,7,138797952,138838101,1,7
KIAA1549,ENSG00000122778,7,138831381,138981389,-1,7
ZC3HAV1L,ENSG00000146858,7,139025706,139036042,-1,7
ZC3HAV1,ENSG00000105939,7,139043515,139132122,-1,7
UBN2,ENSG00000157741,7,139230356,139308236,1,7
FMC1,ENSG00000164898,7,139339457,139346328,1,7
LUC7L2,ENSG00000146963,7,139340359,139423457,1,7
KLRG2,ENSG00000188883,7,139452690,139483673,-1,7
CLEC2L,ENSG00000236279,7,139523685,139544985,1,7
HIPK2,ENSG00000064393,7,139561570,139777998,-1,7
TBXAS1,ENSG00000059377,7,139777051,140020325,1,7
PARP12,ENSG00000059378,7,140023749,140062951,-1,7
KDM7A,ENSG00000006459,7,140084746,140176983,-1,7
SLC37A3,ENSG00000157800,7,140293693,140404433,-1,7
RAB19,ENSG00000146955,7,140404058,140427974,1,7
MKRN1,ENSG00000133606,7,140453033,140479536,-1,7
DENND2A,ENSG00000146966,7,140518420,140673993,-1,7
ADCK2,ENSG00000133597,7,140672945,140696261,1,7
NDUFB2,ENSG00000090266,7,140690777,140722790,1,7
NDUFB2-AS1,ENSG00000240889,7,140695336,140697103,-1,7
BRAF,ENSG00000157764,7,140719327,140924929,-1,7
MRPS33,ENSG00000090263,7,141002610,141015228,-1,7
TMEM178B,ENSG00000261115,7,141074064,141480380,1,7
WEE2-AS1,ENSG00000228775,7,141704003,141738346,-1,7
WEE2,ENSG00000263042,7,141708353,141731271,1,7
TAS2R3,ENSG00000127362,7,141764097,141765197,1,7
TAS2R4,ENSG00000127364,7,141776674,141781691,1,7
TAS2R5,ENSG00000127366,7,141790217,141791367,1,7
PRSS37,ENSG00000165076,7,141836300,141841487,-1,7
OR9A4,ENSG00000258083,7,141916399,141920625,1,7
CLEC5A,ENSG00000258227,7,141927357,141947007,-1,7
TAS2R38,ENSG00000257138,7,141972631,141973773,-1,7
MGAM2,ENSG00000257743,7,142111718,142222324,1,7
MOXD2P,ENSG00000240268,7,142240740,142247067,-1,7
PRSS1,ENSG00000274247,7,142749468,142753072,1,7
PRSS2,ENSG00000282049,7,142760398,142774564,1,7
EPHB6,ENSG00000106123,7,142855061,142871094,1,7
OR9A2,ENSG00000273914,7,143026200,143027132,-1,7
OR6V1,ENSG00000225781,7,143052341,143053282,1,7
OR6W1P,ENSG00000179420,7,143062330,143063585,-1,7
PIP,ENSG00000159763,7,143132077,143139739,1,7
TAS2R39,ENSG00000236398,7,143183419,143184435,1,7
TAS2R40,ENSG00000221937,7,143222037,143223079,1,7
GSTK1,ENSG00000197448,7,143244093,143270854,1,7
TMEM139,ENSG00000178826,7,143279957,143288048,1,7
CASP2,ENSG00000106144,7,143288215,143307696,1,7
CLCN1,ENSG00000188037,7,143316111,143352083,1,7
FAM131B,ENSG00000159784,7,143353400,143362770,-1,7
ZYX,ENSG00000285443,7,143381295,143391111,1,7
MIR6892,ENSG00000285487,7,143382686,143382800,1,7
EPHA1,ENSG00000284816,7,143390289,143408856,-1,7
EPHA1-AS1,ENSG00000285468,7,143407562,143523449,1,7
TAS2R60,ENSG00000285341,7,143443453,143444409,1,7
TAS2R41,ENSG00000221855,7,143477873,143478796,1,7
OR10AC1,ENSG00000176510,7,143509256,143519469,-1,7
CTAGE15,ENSG00000271079,7,143571801,143574387,1,7
TCAF2,ENSG00000170379,7,143620952,143730410,1,7
LOC154761,ENSG00000293530,7,143721659,143837377,-1,7
CTAGE6,ENSG00000285123,7,143755089,143757696,-1,7
TCAF2P1,ENSG00000159860,7,143800732,143817973,1,7
TCAF1,ENSG00000198420,7,143851375,143902198,-1,7
OR2F2,ENSG00000284965,7,143935233,143936186,1,7
OR2F1,ENSG00000213215,7,143954844,143997312,1,7
OR6B1,ENSG00000284939,7,144000320,144008793,1,7
OR2A5,ENSG00000221836,7,144048948,144058845,1,7
OR2A25,ENSG00000285496,7,144069811,144075870,1,7
OR2A12,ENSG00000284949,7,144086278,144098953,1,7
OR2A2,ENSG00000221989,7,144109583,144110539,1,7
OR2A14,ENSG00000221938,7,144123176,144131188,1,7
CTAGE4,ENSG00000288370,7,144183466,144186080,1,7
ARHGEF35,ENSG00000288422,7,144186083,144195879,-1,7
OR2A42,ENSG00000284836,7,144228244,144239605,-1,7
OR2A1-AS1,ENSG00000244479,7,144250042,144356219,-1,7
OR2A20P,ENSG00000170356,7,144250671,144251603,-1,7
OR2A7,ENSG00000243896,7,144257663,144264792,-1,7
CTAGE8,ENSG00000289604,7,144266674,144269288,-1,7
ARHGEF34P,ENSG00000204959,7,144272445,144286966,-1,7
OR2A9P,ENSG00000228960,7,144299373,144300305,1,7
OR2A1,ENSG00000285105,7,144312419,144322737,1,7
ARHGEF5,ENSG00000050327,7,144355288,144380632,1,7
NOBOX,ENSG00000106410,7,144397240,144410227,-1,7
TPK1,ENSG00000196511,7,144451941,144836395,-1,7
MIR548F4,ENSG00000221442,7,147378017,147378121,-1,7
LOC105375556,ENSG00000230190,7,147671711,147673143,1,7
C7orf33,ENSG00000170279,7,148590766,148615860,1,7
CUL1,ENSG00000055130,7,148697914,148801110,1,7
EZH2,ENSG00000106462,7,148807257,148884321,-1,7
RNY4,ENSG00000252316,7,148963315,148963410,1,7
RNY3,ENSG00000202354,7,148983755,148983856,1,7
RNY1,ENSG00000201098,7,148987136,148987248,-1,7
GHET1,ENSG00000281189,7,148987527,148989432,1,7
PDIA4,ENSG00000155660,7,149003062,149028662,-1,7
ZNF786,ENSG00000197362,7,149069641,149090782,-1,7
ZNF425,ENSG00000204947,7,149102784,149126324,-1,7
ZNF398,ENSG00000197024,7,149126416,149183042,1,7
ZNF282,ENSG00000170265,7,149195546,149226243,1,7
ZNF212,ENSG00000170260,7,149239651,149255606,1,7
ZNF783,ENSG00000204946,7,149262171,149297302,1,7
LOC155060,ENSG00000290600,7,149285281,149297312,1,7
ZNF777,ENSG00000196453,7,149431363,149461062,-1,7
ZNF746,ENSG00000181220,7,149472696,149497817,-1,7
ZNF767P,ENSG00000291118,7,149547154,149624752,-1,7
ZNF467,ENSG00000181444,7,149764182,149773588,-1,7
ZNF862,ENSG00000106479,7,149838375,149867479,1,7
ATP6V0E2-AS1,ENSG00000204934,7,149867694,149880610,-1,7
ATP6V0E2,ENSG00000171130,7,149872968,149891204,1,7
ACTR3C,ENSG00000106526,7,149887088,150047699,-1,7
LRRC61,ENSG00000127399,7,150323263,150338156,1,7
RARRES2,ENSG00000106538,7,150338317,150341662,-1,7
REPIN1,ENSG00000214022,7,150368189,150374044,1,7
ZNF775,ENSG00000196456,7,150368790,150398630,1,7
LOC728743,ENSG00000284691,7,150400702,150412470,1,7
LINC00996,ENSG00000242258,7,150433277,150448141,1,7
GIMAP8,ENSG00000171115,7,150450630,150479393,1,7
GIMAP7,ENSG00000179144,7,150514872,150521073,1,7
GIMAP4,ENSG00000133574,7,150567369,150573953,1,7
GIMAP6,ENSG00000133561,7,150625375,150632648,-1,7
GIMAP2,ENSG00000106560,7,150685697,150693641,1,7
GIMAP1,ENSG00000213203,7,150716606,150724284,1,7
GIMAP1-GIMAP5,ENSG00000281887,7,150716668,150743646,1,7
GIMAP5,ENSG00000196329,7,150722253,150750033,1,7
TMEM176B,ENSG00000106565,7,150791285,150801360,-1,7
TMEM176A,ENSG00000002933,7,150800403,150805118,1,7
AOC1,ENSG00000002726,7,150824627,150861504,1,7
KCNH2,ENSG00000055118,7,150944961,150978321,-1,7
NOS3,ENSG00000164867,7,150991017,151014588,1,7
ATG9B,ENSG00000181652,7,151012209,151024499,-1,7
ABCB8,ENSG00000197150,7,151028422,151047782,1,7
ASIC3,ENSG00000213199,7,151048292,151052756,1,7
CDK5,ENSG00000164885,7,151053815,151057897,-1,7
SLC4A2,ENSG00000164889,7,151057210,151076526,1,7
FASTK,ENSG00000164896,7,151076624,151080866,-1,7
TMUB1,ENSG00000164897,7,151081085,151083493,-1,7
AGAP3,ENSG00000133612,7,151085831,151144436,1,7
GBX1,ENSG00000164900,7,151148009,151174745,-1,7
ASB10,ENSG00000146926,7,151175698,151187832,-1,7
ABCF2,ENSG00000033050,7,151211484,151227205,-1,7
CHPF2,ENSG00000033100,7,151232483,151240979,1,7
MIR671,ENSG00000284191,7,151238421,151238538,1,7
SMARCD3,ENSG00000082014,7,151238764,151277896,-1,7
NUB1,ENSG00000013374,7,151341772,151378449,1,7
WDR86,ENSG00000187260,7,151375909,151410727,-1,7
WDR86-AS1,ENSG00000243836,7,151408943,151414243,1,7
CRYGN,ENSG00000127377,7,151428832,151440813,-1,7
MIR3907,ENSG00000265810,7,151433489,151433639,-1,7
RHEB,ENSG00000106615,7,151466012,151520120,-1,7
PRKAG2,ENSG00000106617,7,151556124,151877214,-1,7
PRKAG2-AS1,ENSG00000239911,7,151876304,151879851,1,7
GALNTL5,ENSG00000106648,7,151956379,152019929,1,7
GALNT11,ENSG00000178234,7,152025674,152122340,1,7
KMT2C,ENSG00000055609,7,152134922,152436644,-1,7
FABP5P3,ENSG00000241735,7,152442543,152442950,1,7
LINC01003,ENSG00000261455,7,152463786,152465551,1,7
XRCC2,ENSG00000196584,7,152644776,152676193,-1,7
ACTR3B,ENSG00000133627,7,152759749,152855378,1,7
LINC01287,ENSG00000234722,7,153355365,153413985,-1,7
DPP6,ENSG00000130226,7,153748133,154894285,1,7
LOC101929998,ENSG00000203335,7,154026285,154063325,-1,7
PAXIP1-AS2,ENSG00000214106,7,154928460,154952188,1,7
PAXIP1,ENSG00000157212,7,154943687,155003124,-1,7
HTR5A-AS1,ENSG00000220575,7,155067034,155072450,-1,7
HTR5A,ENSG00000157219,7,155070324,155087392,1,7
INSIG1,ENSG00000186480,7,155297776,155310235,1,7
BLACE,ENSG00000204960,7,155356985,155367934,-1,7
EN2,ENSG00000164778,7,155458129,155464831,1,7
CNPY1,ENSG00000146910,7,155474206,155555450,-1,7
RBM33,ENSG00000184863,7,155644451,155781485,1,7
SHH,ENSG00000164690,7,155799980,155812463,-1,7
LOC389602,ENSG00000204876,7,155952030,155968391,1,7
LINC00244,ENSG00000279418,7,156540491,156541103,1,7
RNF32,ENSG00000105982,7,156640281,156677130,1,7
LMBR1,ENSG00000105983,7,156668946,156893216,-1,7
NOM1,ENSG00000146909,7,156949712,156973176,1,7
MNX1,ENSG00000130675,7,156994051,157010663,-1,7
MNX1-AS2,ENSG00000235029,7,157006307,157007132,1,7
MNX1-AS1,ENSG00000243479,7,157007750,157017621,1,7
UBE3C,ENSG00000009335,7,157138926,157269370,1,7
DNAJB6,ENSG00000105993,7,157335381,157417439,1,7
LOC101927914,ENSG00000234210,7,157464573,157499716,1,7
PTPRN2,ENSG00000155093,7,157539056,158587823,-1,7
MIR153-2,ENSG00000207960,7,157574336,157574422,-1,7
MIR595,ENSG00000207637,7,158532718,158532813,-1,7
LINC01022,ENSG00000232715,7,158585903,158591122,1,7
MIR5707,ENSG00000265598,7,158591616,158591696,1,7
NCAPG2,ENSG00000146918,7,158631169,158704804,-1,7
ESYT2,ENSG00000117868,7,158730995,158830253,-1,7
LINC00689,ENSG00000231419,7,159006492,159030195,1,7
VIPR2,ENSG00000106018,7,159028175,159144867,-1,7
OR4F21,ENSG00000176269,8,166086,167024,-1,8
RPL23AP53,ENSG00000223508,8,213251,213707,-1,8
ZNF596,ENSG00000172748,8,232137,264703,1,8
FAM87A,ENSG00000182366,8,375931,384079,-1,8
FBXO25,ENSG00000147364,8,406428,477967,1,8
TDRP,ENSG00000180190,8,489803,545781,-1,8
ERICH1,ENSG00000104714,8,614746,738106,-1,8
DLGAP2,ENSG00000282152,8,737628,1708476,1,8
LOC401442,ENSG00000282375,8,738548,740374,1,8
LOC286083,ENSG00000282734,8,1296034,1302607,-1,8
DLGAP2-AS1,ENSG00000253267,8,1565305,1622417,-1,8
CLN8,ENSG00000278220,8,1755778,1801711,1,8
MIR3674,ENSG00000283858,8,1801125,1801192,1,8
MIR596,ENSG00000207826,8,1817231,1817307,1,8
ARHGEF10,ENSG00000104728,8,1823926,1958641,1,8
KBTBD11-OT1,ENSG00000283239,8,1966872,1992616,1,8
KBTBD11,ENSG00000273645,8,1973677,2006936,1,8
MYOM2,ENSG00000274137,8,2045046,2165552,1,8
MIR7160,ENSG00000273593,8,2076589,2076640,1,8
CSMD1,ENSG00000183117,8,2935353,4994972,-1,8
MCPH1,ENSG00000147316,8,6406592,6648508,1,8
ANGPT2,ENSG00000091879,8,6499632,6563409,-1,8
MCPH1-AS1,ENSG00000249898,8,6617310,6708290,-1,8
MIR8055,ENSG00000284905,8,6622124,6622220,-1,8
AGPAT5,ENSG00000155189,8,6708642,6761503,1,8
MIR4659A,ENSG00000266038,8,6745164,6745244,1,8
MIR4659B,ENSG00000285083,8,6745168,6745240,-1,8
XKR5,ENSG00000275591,8,6808517,6835524,-1,8
GS1-24F4.2,ENSG00000245857,8,6835515,6885358,1,8
DEFB1,ENSG00000164825,8,6870592,6877936,-1,8
DEFA6,ENSG00000285136,8,6924697,6926076,-1,8
DEFA4,ENSG00000164821,8,6935820,6938306,-1,8
DEFA8P,ENSG00000223629,8,6950726,6951599,-1,8
DEFA9P,ENSG00000233238,8,6959289,6960161,-1,8
DEFA10P,ENSG00000285475,8,6968141,6969113,-1,8
DEFA1,ENSG00000284983,8,6977649,6980092,-1,8
DEFT1P,ENSG00000295950,8,6987069,6990235,-1,8
DEFA1B,ENSG00000240247,8,6996766,6999198,-1,8
DEFT1P2,ENSG00000295971,8,7006278,7008912,-1,8
DEFA3,ENSG00000284835,8,7015869,7018297,-1,8
DEFA11P,ENSG00000234178,8,7028641,7029489,-1,8
DEFA5,ENSG00000285251,8,7055304,7056739,-1,8
DEFB109B,ENSG00000206034,8,7312722,7320096,1,8
USP17L1,ENSG00000284806,8,7332387,7333979,1,8
USP17L4,ENSG00000284781,8,7337115,7338707,1,8
ZNF705G,ENSG00000215372,8,7355517,7385558,-1,8
DEFB4B,ENSG00000285433,8,7414855,7416863,-1,8
DEFB103B,ENSG00000177243,8,7428888,7430348,-1,8
SPAG11B,ENSG00000164871,8,7442684,7463674,-1,8
DEFB104B,ENSG00000277006,8,7470308,7475082,-1,8
DEFB106B,ENSG00000187082,8,7482504,7486400,-1,8
DEFB105B,ENSG00000274729,8,7487679,7489593,1,8
DEFB107B,ENSG00000198129,8,7495911,7509311,1,8
PRR23D1,ENSG00000255251,8,7539627,7542450,1,8
PRR23D2,ENSG00000255378,8,7778591,7781413,-1,8
DEFB107A,ENSG00000186572,8,7811720,7815716,-1,8
DEFB105A,ENSG00000285411,8,7821004,7823880,-1,8
DEFB106A,ENSG00000284937,8,7825139,7829053,1,8
DEFB104A,ENSG00000176782,8,7836436,7841242,1,8
SPAG11A,ENSG00000288309,8,7847876,7868867,1,8
DEFB103A,ENSG00000176797,8,7881392,7882663,1,8
DEFB4A,ENSG00000285181,8,7894677,7896716,1,8
ZNF705B,ENSG00000285286,8,7926337,7952413,1,8
FAM66E,ENSG00000292278,8,7955014,8008755,1,8
USP17L8,ENSG00000237038,8,7971661,7973253,-1,8
USP17L3,ENSG00000284990,8,7976393,7977985,-1,8
FAM85B,ENSG00000253893,8,8086286,8244736,-1,8
MIR548I3,ENSG00000221305,8,8088941,8089089,-1,8
FAM86B3P,ENSG00000291049,8,8227666,8244865,1,8
PRAG1,ENSG00000275342,8,8317736,8386439,-1,8
CLDN23,ENSG00000285098,8,8701937,8704096,1,8
MFHAS1,ENSG00000147324,8,8783354,8893630,-1,8
ERI1,ENSG00000292301,8,9002147,9116746,1,8
MIR4660,ENSG00000285514,8,9048445,9048518,1,8
PPP1R3B,ENSG00000173281,8,9136255,9151574,-1,8
TNKS,ENSG00000285372,8,9555912,9782346,1,8
MIR597,ENSG00000207701,8,9741672,9741768,1,8
MIR124-1,ENSG00000284321,8,9903388,9903472,-1,8
MSRA,ENSG00000285250,8,10054292,10428891,1,8
PRSS55,ENSG00000184647,8,10525532,10554166,1,8
RP1L1,ENSG00000183638,8,10606349,10712187,-1,8
MIR4286,ENSG00000263762,8,10666978,10667070,1,8
C8orf74,ENSG00000171060,8,10672628,10700590,1,8
SOX7,ENSG00000285438,8,10723768,10730511,-1,8
PINX1,ENSG00000284764,8,10764961,10839884,-1,8
MIR1322,ENSG00000284875,8,10825373,10825443,-1,8
XKR6,ENSG00000171044,8,10896045,11201833,-1,8
MIR598,ENSG00000207600,8,11035206,11035302,-1,8
LOC101929269,ENSG00000285247,8,11062647,11067089,-1,8
MTMR9,ENSG00000104643,8,11284816,11328146,1,8
SLC35G5,ENSG00000285084,8,11331012,11332360,1,8
TDH,ENSG00000293451,8,11339637,11368452,1,8
FAM167A-AS1,ENSG00000285275,8,11368402,11438658,1,8
FAM167A,ENSG00000292288,8,11421476,11475908,-1,8
BLK,ENSG00000136573,8,11486894,11564599,1,8
LINC00208,ENSG00000170983,8,11576257,11582817,1,8
GATA4,ENSG00000136574,8,11676959,11760002,1,8
NEIL2,ENSG00000292286,8,11769639,11787345,1,8
FDFT1,ENSG00000284967,8,11795573,11839395,1,8
CTSB,ENSG00000164733,8,11842524,11869533,-1,8
DEFB136,ENSG00000285087,8,11973937,11974599,-1,8
DEFB135,ENSG00000285365,8,11982256,11984590,1,8
DEFB134,ENSG00000205882,8,11993174,12000752,-1,8
DEFB130B,ENSG00000285249,8,12064389,12071747,-1,8
ZNF705D,ENSG00000215343,8,12089338,12115516,1,8
FAM66D,ENSG00000255052,8,12115767,12202753,1,8
LOC392196,ENSG00000254923,8,12128107,12129298,-1,8
USP17L7,ENSG00000226430,8,12132417,12134099,-1,8
USP17L2,ENSG00000284975,8,12136435,12138849,-1,8
FAM90A2P,ENSG00000205879,8,12172761,12175771,-1,8
FAM86B1,ENSG00000285316,8,12182096,12194133,-1,8
DEFB130A,ENSG00000232948,8,12310962,12318316,-1,8
DEFB109A,ENSG00000242296,8,12393209,12400365,-1,8
FAM90A25P,ENSG00000251402,8,12415080,12418090,-1,8
FAM86B2,ENSG00000285397,8,12424411,12436406,-1,8
LOC729732,ENSG00000283674,8,12459075,12665661,-1,8
MIR5692A2,ENSG00000264512,8,12719132,12719190,1,8
LONRF1,ENSG00000285360,8,12721906,12756073,-1,8
MIR3926-1,ENSG00000266206,8,12727232,12727304,-1,8
MIR3926-2,ENSG00000283523,8,12727237,12727299,1,8
LINC00681,ENSG00000255494,8,12794231,12819280,1,8
DLC1,ENSG00000288673,8,13083361,13604610,-1,8
C8orf48,ENSG00000164743,8,13566869,13568288,1,8
LOC102725080,ENSG00000286798,8,13629625,13637672,1,8
SGCZ,ENSG00000185053,8,14084845,15238431,-1,8
MIR383,ENSG00000199127,8,14853438,14853510,-1,8
TUSC3,ENSG00000104723,8,15417215,15766649,1,8
MSR1,ENSG00000038945,8,16107878,16567490,-1,8
FGF20,ENSG00000078579,8,16992181,17002345,-1,8
MICU3,ENSG00000155970,8,17027238,17122642,1,8
ZDHHC2,ENSG00000104219,8,17156482,17224799,1,8
CNOT7,ENSG00000198791,8,17224966,17246878,-1,8
VPS37A,ENSG00000155975,8,17246931,17302427,1,8
MTMR7,ENSG00000003987,8,17296794,17413528,-1,8
SLC7A2,ENSG00000003989,8,17497088,17570573,1,8
PDGFRL,ENSG00000104213,8,17576433,17644071,1,8
MTUS1,ENSG00000129422,8,17643795,17801094,-1,8
MIR548V,ENSG00000265520,8,17681578,17681657,-1,8
FGL1,ENSG00000104760,8,17864380,17910365,-1,8
PCM1,ENSG00000078674,8,17922842,18029948,1,8
ASAH1,ENSG00000104763,8,18055992,18084998,-1,8
NAT1,ENSG00000171428,8,18170477,18223689,1,8
NAT2,ENSG00000156006,8,18391282,18401218,1,8
PSD3,ENSG00000156011,8,18527303,19084730,-1,8
LOC100128993,ENSG00000253557,8,19084992,19259469,-1,8
SH2D4A,ENSG00000104611,8,19313693,19396218,1,8
CSGALNACT1,ENSG00000147408,8,19404161,19758029,-1,8
INTS10,ENSG00000104613,8,19817391,19852083,1,8
LPL,ENSG00000175445,8,19901717,19967259,1,8
SLC18A1,ENSG00000036565,8,20144855,20183206,-1,8
ATP6V1B2,ENSG00000147416,8,20197381,20230399,1,8
LZTS1,ENSG00000061337,8,20246165,20303963,-1,8
LZTS1-AS1,ENSG00000253733,8,20275773,20290458,1,8
LINC02153,ENSG00000253199,8,20972021,20995119,1,8
GFRA2,ENSG00000168546,8,21690398,21812357,-1,8
DOK2,ENSG00000147443,8,21908873,21913690,-1,8
XPO7,ENSG00000130227,8,21919662,22006585,1,8
NPM2,ENSG00000158806,8,22024125,22036897,1,8
FGF17,ENSG00000158815,8,22042398,22048809,1,8
DMTN,ENSG00000158856,8,22048995,22082527,1,8
NUDT18,ENSG00000275074,8,22105748,22109419,-1,8
HR,ENSG00000168453,8,22114419,22133384,-1,8
REEP4,ENSG00000168476,8,22138020,22141951,-1,8
LGI3,ENSG00000168481,8,22146830,22157084,-1,8
SFTPC,ENSG00000168484,8,22156913,22164479,1,8
BMP1,ENSG00000168487,8,22165140,22212326,1,8
PHYHIP,ENSG00000168490,8,22219703,22232101,-1,8
MIR320A,ENSG00000208037,8,22244962,22245043,-1,8
POLR3D,ENSG00000168495,8,22245133,22254601,1,8
PIWIL2,ENSG00000197181,8,22275316,22357568,1,8
SLC39A14,ENSG00000104635,8,22367278,22434129,1,8
PPP3CC,ENSG00000120910,8,22440819,22541142,1,8
SORBS3,ENSG00000120896,8,22544986,22575788,1,8
PDLIM2,ENSG00000120913,8,22578279,22598025,1,8
C8orf58,ENSG00000241852,8,22599599,22604150,1,8
CCAR2,ENSG00000158941,8,22604757,22620964,1,8
BIN3,ENSG00000147439,8,22620418,22669148,-1,8
EGR3,ENSG00000179388,8,22687659,22693480,-1,8
PEBP4,ENSG00000134020,8,22713251,23000000,-1,8
RHOBTB2,ENSG00000008853,8,22987417,23020509,1,8
TNFRSF10B,ENSG00000120889,8,23020133,23069031,-1,8
LOC254896,ENSG00000284948,8,23084355,23103558,1,8
TNFRSF10C,ENSG00000173535,8,23102921,23117445,1,8
TNFRSF10D,ENSG00000173530,8,23135588,23164027,-1,8
TNFRSF10A,ENSG00000104689,8,23190452,23225102,-1,8
CHMP7,ENSG00000147457,8,23243637,23262000,1,8
R3HCC1,ENSG00000104679,8,23270120,23296279,1,8
LOXL2,ENSG00000134013,8,23296897,23425328,-1,8
ENTPD4,ENSG00000197217,8,23385783,23457695,-1,8
SLC25A37,ENSG00000147454,8,23528956,23575463,1,8
NKX3-1,ENSG00000167034,8,23678697,23682938,-1,8
